<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
13.09.2018;108440;108450;108440;108440
13.09.2018;108440;108440;108440;108440
13.09.2018;108430;108450;108430;108440
13.09.2018;108440;108440;108370;108380
13.09.2018;108370;108370;108300;108300
13.09.2018;108300;108350;108290;108340
13.09.2018;108350;108360;108350;108360
13.09.2018;108340;108410;108340;108410
13.09.2018;108370;108370;108350;108350
13.09.2018;108390;108390;108390;108390
13.09.2018;108390;108410;108380;108380
13.09.2018;108300;108300;108210;108210
13.09.2018;108200;108200;108060;108060
13.09.2018;108090;108180;108090;108180
13.09.2018;108140;108140;108100;108110
13.09.2018;108150;108150;107980;107980
13.09.2018;108000;108000;107840;107890
13.09.2018;107890;107900;107890;107900
13.09.2018;107890;107960;107890;107960
13.09.2018;107920;107920;107900;107900
13.09.2018;107900;107900;107880;107880
13.09.2018;107880;107920;107880;107910
13.09.2018;107880;107880;107860;107860
13.09.2018;107860;107870;107840;107870
13.09.2018;107840;107840;107800;107810
13.09.2018;107790;107810;107760;107790
13.09.2018;107780;107780;107720;107750
13.09.2018;107780;107820;107780;107800
13.09.2018;107850;107900;107850;107900
13.09.2018;107930;107940;107850;107850
13.09.2018;107840;107850;107840;107840
13.09.2018;107870;107870;107820;107820
13.09.2018;107820;107820;107710;107710
13.09.2018;107710;107710;107680;107710
13.09.2018;107720;107730;107700;107730
13.09.2018;107740;107750;107730;107750
13.09.2018;107810;107810;107790;107790
13.09.2018;107810;107820;107100;107100
13.09.2018;107070;107100;106840;106910
13.09.2018;106950;106950;106770;106890
13.09.2018;106820;106900;106770;106890
13.09.2018;106900;107120;106900;107000
13.09.2018;107060;107190;107050;107150
13.09.2018;107100;107100;107010;107030
13.09.2018;107020;107160;107020;107130
13.09.2018;107100;107100;107020;107090
13.09.2018;107150;107150;107150;107150
13.09.2018;107120;107270;107120;107270
13.09.2018;107280;107420;107280;107390
13.09.2018;107370;107390;107320;107320
13.09.2018;107320;107360;107270;107360
13.09.2018;107380;107530;107380;107450
13.09.2018;107440;107440;107400;107400
13.09.2018;107400;107400;107370;107370
13.09.2018;107360;107360;107280;107300
13.09.2018;107290;107300;107180;107210
13.09.2018;107200;107250;107200;107250
13.09.2018;107240;107240;107190;107240
13.09.2018;107170;107170;107140;107140
13.09.2018;107150;107170;107100;107120
13.09.2018;107230;107310;107230;107310
13.09.2018;107280;107320;107280;107310
13.09.2018;107300;107370;107300;107370
13.09.2018;107340;107350;107310;107310
13.09.2018;107370;107410;107370;107410
13.09.2018;107410;107420;107370;107420
13.09.2018;107400;107420;107400;107420
13.09.2018;107410;107430;107400;107430
13.09.2018;107430;107430;107420;107430
13.09.2018;107440;107440;107380;107380
13.09.2018;107400;107400;107400;107400
13.09.2018;107380;107400;107360;107390
13.09.2018;107400;107460;107400;107460
13.09.2018;107460;107600;107460;107590
13.09.2018;107570;107620;107570;107620
13.09.2018;107620;107620;107580;107580
13.09.2018;107610;107630;107590;107630
13.09.2018;107610;107780;107610;107780
13.09.2018;107780;107860;107780;107800
13.09.2018;107780;107780;107750;107750
13.09.2018;107740;107740;107570;107570
13.09.2018;107550;107550;107130;107190
13.09.2018;107180;107260;107160;107180
13.09.2018;107210;107210;107170;107170
13.09.2018;107200;107220;107070;107070
13.09.2018;107060;107060;106830;106830
13.09.2018;106820;106940;106810;106940
13.09.2018;106910;106910;106850;106880
13.09.2018;106840;107120;106840;106900
13.09.2018;106930;106940;106880;106900
13.09.2018;106900;107070;106900;107070
13.09.2018;107050;107100;107050;107080
13.09.2018;107130;107180;107130;107180
13.09.2018;107150;107190;107140;107140
13.09.2018;107050;107080;107030;107080
13.09.2018;107030;107150;107000;107150
13.09.2018;107180;107190;107100;107100
13.09.2018;107090;107100;107020;107080
13.09.2018;107050;107060;107020;107020
13.09.2018;107030;107140;107000;107140
13.09.2018;107180;107220;107180;107200
13.09.2018;107220;107220;107220;107220
13.09.2018;107220;107220;107180;107180
13.09.2018;107230;107250;107230;107250
13.09.2018;107230;107260;107230;107260
13.09.2018;107270;107310;107270;107290
13.09.2018;107290;107290;107290;107290
13.09.2018;107300;107330;107300;107300
13.09.2018;107270;107300;107270;107300
13.09.2018;107290;107310;107290;107310
13.09.2018;107250;107250;107250;107250
13.09.2018;107290;107320;107290;107290
13.09.2018;107260;107260;107250;107250
13.09.2018;107250;107340;107250;107340
13.09.2018;107340;107350;107340;107350
13.09.2018;107360;107400;107360;107400
13.09.2018;107380;107400;107380;107400
13.09.2018;107370;107400;107370;107400
13.09.2018;107400;107400;107400;107400
13.09.2018;107440;107440;107400;107400
13.09.2018;107390;107430;107390;107400
13.09.2018;107420;107440;107420;107440
13.09.2018;107430;107430;107430;107430
13.09.2018;107450;107450;107430;107430
13.09.2018;107430;107430;107430;107430
13.09.2018;107430;107460;107430;107460
13.09.2018;107460;107460;107460;107460
13.09.2018;107440;107440;107440;107440
13.09.2018;107440;107510;107440;107510
13.09.2018;107520;107520;107490;107490
13.09.2018;107500;107500;107450;107450
13.09.2018;107440;107440;107350;107350
13.09.2018;107330;107370;107300;107300
13.09.2018;107300;107300;107300;107300
13.09.2018;107310;107310;107290;107300
13.09.2018;107300;107300;107290;107290
13.09.2018;107290;107300;107280;107280
13.09.2018;107310;107310;107250;107250
13.09.2018;107270;107270;107260;107260
13.09.2018;107250;107250;107250;107250
13.09.2018;107270;107270;107270;107270
13.09.2018;107300;107300;107280;107280
13.09.2018;107330;107330;107320;107320
13.09.2018;107280;107280;107280;107280
13.09.2018;107270;107270;107270;107270
13.09.2018;107320;107320;107320;107320
13.09.2018;107360;107370;107360;107370
13.09.2018;107390;107410;107360;107410
13.09.2018;107360;107360;107360;107360
13.09.2018;107330;107330;107310;107310
13.09.2018;107340;107340;107340;107340
13.09.2018;107290;107290;107290;107290
13.09.2018;107250;107250;107230;107230
13.09.2018;107250;107250;107250;107250
13.09.2018;107280;107280;107280;107280
13.09.2018;107300;107300;107300;107300
13.09.2018;107250;107250;107250;107250
13.09.2018;107240;107240;107210;107230
13.09.2018;107250;107280;107250;107280
13.09.2018;107240;107240;107240;107240
13.09.2018;107260;107260;107260;107260
13.09.2018;107300;107300;107290;107290
13.09.2018;107290;107290;107290;107290
13.09.2018;107300;107320;107270;107270
13.09.2018;107340;107350;107340;107350
13.09.2018;107310;107310;107310;107310
13.09.2018;107300;107300;107290;107290
13.09.2018;107290;107290;107250;107250
13.09.2018;107290;107290;107290;107290
13.09.2018;107250;107250;107180;107180
13.09.2018;107200;107200;107200;107200
13.09.2018;107190;107190;107190;107190
13.09.2018;107190;107200;107190;107200
13.09.2018;107220;107220;107220;107220
13.09.2018;107200;107200;107200;107200
13.09.2018;107170;107440;107110;107350
13.09.2018;107370;107370;107370;107370
13.09.2018;107370;107370;107370;107370
13.09.2018;107320;107320;107320;107320
13.09.2018;107450;107500;107450;107500
13.09.2018;107490;107490;107490;107490
13.09.2018;107380;107380;107350;107350
13.09.2018;107400;107400;107400;107400
13.09.2018;107600;107620;107600;107600
13.09.2018;107600;107600;107600;107600
13.09.2018;107530;107530;107530;107530
13.09.2018;107500;107500;107460;107460
13.09.2018;107570;107570;107570;107570
13.09.2018;107450;107450;107450;107450
13.09.2018;107420;107420;107420;107420
13.09.2018;107450;107450;107450;107450
13.09.2018;107440;107440;107440;107440
13.09.2018;107520;107520;107520;107520
13.09.2018;107550;107550;107520;107520
13.09.2018;107570;107570;107570;107570
13.09.2018;107570;107570;107570;107570
13.09.2018;107570;107580;107510;107560
13.09.2018;107510;107510;107510;107510
13.09.2018;107530;107550;107530;107550
13.09.2018;107610;107620;107610;107620
13.09.2018;107630;107660;107630;107660
13.09.2018;107620;107620;107580;107580
13.09.2018;107570;107600;107570;107600
13.09.2018;107600;107600;107600;107600
13.09.2018;107570;107570;107530;107530
13.09.2018;107600;107600;107600;107600
13.09.2018;107630;107630;107630;107630
13.09.2018;107580;107580;107580;107580
13.09.2018;107580;107580;107580;107580
13.09.2018;107580;107580;107580;107580
13.09.2018;107550;107570;107550;107570
13.09.2018;107550;107600;107550;107600
13.09.2018;107550;107550;107540;107540
13.09.2018;107510;107510;107510;107510
13.09.2018;107510;107510;107500;107500
13.09.2018;107500;107500;107500;107500
13.09.2018;107460;107460;107390;107390
13.09.2018;107470;107470;107470;107470
13.09.2018;107410;107410;107360;107390
13.09.2018;107390;107390;107390;107390
13.09.2018;107380;107380;107380;107380
13.09.2018;107440;107580;107440;107580
13.09.2018;107470;107470;107470;107470
13.09.2018;107460;107460;107460;107460
13.09.2018;107470;107470;107470;107470
13.09.2018;107450;107450;107410;107420
13.09.2018;107370;107370;107310;107310
13.09.2018;107300;107300;107300;107300
13.09.2018;107300;107300;107260;107260
13.09.2018;107270;107270;107270;107270
13.09.2018;107280;107300;107260;107300
13.09.2018;107250;107250;107170;107170
13.09.2018;107260;107260;107260;107260
13.09.2018;107380;107380;107380;107380
13.09.2018;107260;107260;107260;107260
13.09.2018;107300;107300;107260;107260
13.09.2018;107260;107260;107260;107260
13.09.2018;107280;107280;107240;107240
13.09.2018;107270;107270;107270;107270
13.09.2018;107170;107170;107160;107170
13.09.2018;107220;107250;107220;107250
13.09.2018;107230;107230;107230;107230
13.09.2018;107230;107230;107230;107230
13.09.2018;107240;107240;107240;107240
13.09.2018;107200;107200;107200;107200
13.09.2018;107170;107170;107170;107170
13.09.2018;107190;107190;107140;107140
13.09.2018;107150;107160;107150;107160
13.09.2018;107180;107180;107180;107180
13.09.2018;107180;107240;107180;107240
13.09.2018;107200;107200;107200;107200
13.09.2018;107150;107150;107150;107150
13.09.2018;107190;107190;107170;107170
13.09.2018;107170;107170;107170;107170
13.09.2018;107170;107170;107170;107170
13.09.2018;107220;107220;107220;107220
13.09.2018;107230;107230;107230;107230
13.09.2018;107240;107240;107230;107230
13.09.2018;107250;107280;107250;107280
14.09.2018;107290;107770;107290;107720
14.09.2018;107760;107800;107690;107800
14.09.2018;107780;107780;107610;107610
14.09.2018;107600;107670;107570;107650
14.09.2018;107650;107650;107490;107570
14.09.2018;107600;107600;107550;107570
14.09.2018;107600;107660;107600;107600
14.09.2018;107620;107670;107620;107670
14.09.2018;107640;107690;107640;107690
14.09.2018;107650;107650;107650;107650
14.09.2018;107660;107660;107610;107640
14.09.2018;107650;107650;107650;107650
14.09.2018;107660;107710;107660;107710
14.09.2018;107750;107850;107740;107850
14.09.2018;107880;107900;107850;107880
14.09.2018;107900;107910;107790;107860
14.09.2018;107880;107910;107870;107910
14.09.2018;107920;107990;107920;107950
14.09.2018;107930;107930;107780;107850
14.09.2018;107870;107890;107810;107820
14.09.2018;107890;107890;107840;107840
14.09.2018;107820;107820;107800;107800
14.09.2018;107780;107820;107780;107820
14.09.2018;107810;107810;107740;107740
14.09.2018;107720;107720;107560;107560
14.09.2018;107620;107690;107580;107680
14.09.2018;107690;107750;107690;107750
14.09.2018;107810;107880;107810;107880
14.09.2018;107870;107940;107820;107940
14.09.2018;107900;107900;107840;107850
14.09.2018;107840;107840;107780;107780
14.09.2018;107800;107830;107790;107830
14.09.2018;107820;107900;107820;107900
14.09.2018;107870;107870;107870;107870
14.09.2018;107880;107940;107880;107940
14.09.2018;107930;108020;107920;108020
14.09.2018;108000;108000;107910;107920
14.09.2018;107890;107960;107880;107960
14.09.2018;108000;108090;108000;108020
14.09.2018;108060;108260;108060;108160
14.09.2018;108190;108230;108170;108190
14.09.2018;108160;108190;108130;108190
14.09.2018;108150;108150;108080;108100
14.09.2018;108070;108100;108040;108100
14.09.2018;108100;108100;108030;108030
14.09.2018;108020;108040;107860;108000
14.09.2018;107980;108010;107980;108010
14.09.2018;108010;108010;108010;108010
14.09.2018;107990;107990;107900;107940
14.09.2018;107930;107940;107930;107930
14.09.2018;107970;107970;107960;107960
14.09.2018;107950;107950;107810;107810
14.09.2018;107820;107840;107820;107830
14.09.2018;107830;107840;107830;107830
14.09.2018;107790;107790;107740;107780
14.09.2018;107770;107800;107740;107800
14.09.2018;107840;107900;107840;107900
14.09.2018;107950;107950;107930;107930
14.09.2018;107910;107910;107860;107870
14.09.2018;107860;107860;107860;107860
14.09.2018;107820;107840;107750;107780
14.09.2018;107770;107770;107690;107690
14.09.2018;107710;107720;107680;107710
14.09.2018;107720;107720;107660;107670
14.09.2018;107670;107710;107670;107710
14.09.2018;107670;107670;107670;107670
14.09.2018;107670;107670;107660;107660
14.09.2018;107630;107670;107630;107660
14.09.2018;107660;107680;107660;107680
14.09.2018;107710;107710;107680;107680
14.09.2018;107640;107640;107570;107570
14.09.2018;107570;107600;107530;107530
14.09.2018;107530;107530;107460;107470
14.09.2018;107450;107450;107420;107430
14.09.2018;107460;107470;107410;107470
14.09.2018;107430;107470;107430;107440
14.09.2018;107440;107500;107440;107500
14.09.2018;107490;107490;107330;107370
14.09.2018;107380;107450;107370;107450
14.09.2018;107430;107430;107400;107430
14.09.2018;107400;107580;107400;107580
14.09.2018;107580;107600;107520;107540
14.09.2018;107540;107560;107520;107550
14.09.2018;107560;107630;107560;107630
14.09.2018;107630;107630;107560;107580
14.09.2018;107580;107580;107580;107580
14.09.2018;107560;107560;107560;107560
14.09.2018;107500;107510;107470;107510
14.09.2018;107490;107490;107420;107430
14.09.2018;107420;107450;107370;107430
14.09.2018;107430;107450;107400;107440
14.09.2018;107430;107430;107350;107410
14.09.2018;107390;107390;107360;107370
14.09.2018;107330;107400;107310;107400
14.09.2018;107410;107410;107410;107410
14.09.2018;107430;107430;107410;107410
14.09.2018;107340;107400;107300;107400
14.09.2018;107400;107480;107400;107480
14.09.2018;107460;107460;107430;107430
14.09.2018;107450;107450;107400;107400
14.09.2018;107400;107400;107400;107400
14.09.2018;107400;107400;107350;107350
14.09.2018;107360;107390;107320;107390
14.09.2018;107340;107340;107340;107340
14.09.2018;107400;107410;107390;107410
14.09.2018;107380;107400;107300;107300
14.09.2018;107310;107310;107190;107200
14.09.2018;107190;107260;107190;107260
14.09.2018;107280;107280;107190;107200
14.09.2018;107210;107210;107100;107190
14.09.2018;107180;107180;107100;107130
14.09.2018;107160;107160;107130;107130
14.09.2018;107090;107090;107000;107000
14.09.2018;106990;107050;106960;107050
14.09.2018;107080;107110;107080;107100
14.09.2018;107070;107070;106990;107010
14.09.2018;107000;107020;106990;107000
14.09.2018;106980;106980;106910;106940
14.09.2018;106980;107030;106980;107010
14.09.2018;106990;106990;106930;106930
14.09.2018;106940;106940;106930;106940
14.09.2018;106960;107000;106960;107000
14.09.2018;107030;107050;107000;107000
14.09.2018;106970;107000;106970;107000
14.09.2018;106950;106990;106940;106960
14.09.2018;107020;107030;106960;106980
14.09.2018;107030;107030;107030;107030
14.09.2018;107060;107140;107050;107140
14.09.2018;107120;107170;107100;107160
14.09.2018;107090;107140;107080;107140
14.09.2018;107090;107090;107090;107090
